_id,gene_name,symbol
13760,"probable beta-1,4-xylosyltransferase IRX10L-like",LOC101253484
13761,"putative pentatricopeptide repeat-containing protein At5g13230, mitochondrial-like",LOC101253485
13762,paired amphipathic helix protein Sin3-like 4-like,LOC101253486
13763,probable glycosyltransferase At5g03795-like,LOC101253487
13764,adenosylhomocysteinase-like,LOC101253488
13765,aspartic proteinase-like protein 2-like,LOC101253489
13766,eukaryotic translation initiation factor 1A-like,LOC101253491
13767,uncharacterized LOC101253492,LOC101253492
13768,vacuolar protein sorting-associated protein 27-like,LOC101253493
13769,uncharacterized LOC101253494,LOC101253494
13770,histone H4-like,LOC101253495
13771,vesicle-associated membrane protein 714-like,LOC101253496
13772,receptor-like protein kinase HAIKU2-like,LOC101253498
13773,uncharacterized LOC101253499,LOC101253499
13774,protein LATERAL ORGAN BOUNDARIES-like,LOC101253500
13775,protein transport protein Sec24-like At4g32640-like,LOC101253501
13776,uncharacterized LOC101253502,LOC101253502
13777,vinorine synthase-like,LOC101253503
13778,uncharacterized LOC101253504,LOC101253504
13779,secologanin synthase-like,LOC101253505
13780,uncharacterized LOC101253506,LOC101253506
13781,uncharacterized LOC101253507,LOC101253507
13782,ankyrin-2-like,LOC101253508
13783,probable aquaporin PIP-type pTOM75-like,LOC101253509
13784,uncharacterized LOC101253510,LOC101253510
13785,"5-epiaristolochene 1,3-dihydroxylase-like",LOC101253511
13786,U-box domain-containing protein 11-like,LOC101253513
13787,uncharacterized LOC101253515,LOC101253515
13788,programmed cell death protein 2-like,LOC101253516
13789,nudix hydrolase 3-like,LOC101253517
13790,uncharacterized LOC101253518,LOC101253518
13791,importin-5-like,LOC101253519
13792,ubiquitin-activating enzyme E1 1-like,LOC101253520
13793,uncharacterized LOC101253521,LOC101253521
13794,F-box/kelch-repeat protein At1g57790-like,LOC101253522
13795,aspartic proteinase-like protein 2-like,LOC101253523
13796,probable carbohydrate esterase At4g34215-like,LOC101253524
13797,wall-associated receptor kinase 2-like,LOC101253525
13798,uncharacterized LOC101253526,LOC101253526
13799,basic 7S globulin-like,LOC101253527
13800,uncharacterized LOC101253528,LOC101253528
13801,serine/threonine-protein kinase WNK1-like,LOC101253529
13802,uncharacterized LOC101253530,LOC101253530
13803,uncharacterized LOC101253531,LOC101253531
13804,probable receptor protein kinase TMK1-like,LOC101253535
13805,agamous-like MADS-box protein AGL62-like,LOC101253536
13806,indole-3-acetic acid-induced protein ARG7-like,LOC101253537
13807,cannabidiolic acid synthase-like,LOC101253538
13808,eukaryotic translation initiation factor 3 subunit C-like,LOC101253539
13809,"glyceraldehyde-3-phosphate dehydrogenase A, chloroplastic-like",LOC101253541
13810,putative B3 domain-containing protein At5g66980-like,LOC101253543
13811,transcription factor ASG4-like,LOC101253545
13812,uncharacterized LOC101253547,LOC101253547
13813,uncharacterized LOC101253548,LOC101253548
13814,GRF1-interacting factor 1-like,LOC101253549
13815,"probable monodehydroascorbate reductase, cytoplasmic isoform 2-like",LOC101253550
13816,"type II inositol 1,4,5-trisphosphate 5-phosphatase FRA3-like",LOC101253551
13817,early nodulin-like protein 2-like,LOC101253552
13818,pentatricopeptide repeat-containing protein At4g20090-like,LOC101253553
13819,"adenylate isopentenyltransferase 5, chloroplastic-like",LOC101253554
13820,patatin group A-3-like,LOC101253555
13821,agmatine coumaroyltransferase-2-like,LOC101253556
13822,uncharacterized LOC101253557,LOC101253557
13823,dynamin-related protein 4C-like,LOC101253558
13824,G-type lectin S-receptor-like serine/threonine-protein kinase At1g34300-like,LOC101253559
13825,50S ribosomal protein L1-like,LOC101253561
13826,uncharacterized LOC101253562,LOC101253562
13827,MIP18 family protein At1g68310-like,LOC101253563
13828,uncharacterized LOC101253564,LOC101253564
13829,uncharacterized LOC101253567,LOC101253567
13830,uncharacterized LOC101253568,LOC101253568
13831,homeobox-leucine zipper protein HDG11-like,LOC101253569
13832,"endo-1,4-beta-xylanase C-like",LOC101253570
13833,protein SDA1 homolog,LOC101253571
13834,uncharacterized LOC101253573,LOC101253573
13835,uncharacterized LOC101253574,LOC101253574
13836,uncharacterized LOC101253575,LOC101253575
13837,uncharacterized LOC101253576,LOC101253576
13838,peptide methionine sulfoxide reductase-like,LOC101253577
13839,serine/threonine-protein kinase ATM-like,LOC101253578
13840,uncharacterized LOC101253579,LOC101253579
13841,uncharacterized LOC101253580,LOC101253580
13842,leukotriene A-4 hydrolase-like,LOC101253581
13843,galactose oxidase-like,LOC101253584
13844,phosphoprotein ECPP44-like,LOC101253585
13845,probable LRR receptor-like serine/threonine-protein kinase At4g08850-like,LOC101253586
13846,uncharacterized LOC101253588,LOC101253588
13847,uncharacterized LOC101253590,LOC101253590
13848,structural maintenance of chromosomes protein 6-like,LOC101253591
13849,uncharacterized LOC101253592,LOC101253592
13850,uncharacterized LOC101253593,LOC101253593
13851,uncharacterized LOC101253594,LOC101253594
13852,NF-X1-type zinc finger protein NFXL2-like,LOC101253595
13853,uncharacterized LOC101253596,LOC101253596
13854,putative wall-associated receptor kinase-like 16-like,LOC101253598
13855,WUSCHEL-related homeobox 3-like,LOC101253599
13856,putative F-box protein At3g17490-like,LOC101253600
13857,uncharacterized LOC101253601,LOC101253601
13858,uncharacterized LOC101253602,LOC101253602
13859,uncharacterized LOC101253603,LOC101253603
13860,receptor-like protein kinase HSL1-like,LOC101253604
13861,uncharacterized LOC101253605,LOC101253605
13862,"beta-(1,2)-xylosyltransferase-like",LOC101253606
13863,uncharacterized LOC101253607,LOC101253607
13864,transcription factor ABORTED MICROSPORES-like,LOC101253608
13865,phosphatidylinositol 4-kinase type 2-beta-like,LOC101253609
13866,uncharacterized LOC101253610,LOC101253610
13867,uncharacterized LOC101253611,LOC101253611
13868,uncharacterized LOC101253612,LOC101253612
13869,palmitoyl-protein thioesterase 1-like,LOC101253613
13870,uncharacterized LOC101253615,LOC101253615
13871,transcription factor bHLH95-like,LOC101253616
13872,DEAD-box ATP-dependent RNA helicase 57-like,LOC101253617
13873,kinesin-like protein KIF24-like,LOC101253618
13874,laccase-17-like,LOC101253619
13875,uncharacterized LOC101253620,LOC101253620
13876,uncharacterized LOC101253621,LOC101253621
13877,cullin-1-like,LOC101253622
13878,pentatricopeptide repeat-containing protein At3g03580-like,LOC101253623
13879,uncharacterized LOC101253624,LOC101253624
13880,gibberellin receptor GID1C-like,LOC101253625
13881,uncharacterized LOC101253626,LOC101253626
13882,uncharacterized LOC101253627,LOC101253627
13883,AP-5 complex subunit zeta-1-like,LOC101253629
13884,uncharacterized LOC101253630,LOC101253630
13885,uncharacterized LOC101253631,LOC101253631
13886,ER lumen protein retaining receptor-like,LOC101253632
13887,uncharacterized LOC101253633,LOC101253633
13888,ABC transporter G family member 1-like,LOC101253635
13889,peroxidase 43-like,LOC101253636
13890,COBRA-like protein 1-like,LOC101253637
13891,pre-mRNA-splicing factor ATP-dependent RNA helicase PRP16-like,LOC101253638
13892,uncharacterized LOC101253640,LOC101253640
13893,60S ribosomal protein L4-1-like,LOC101253641
13894,uncharacterized LOC101253642,LOC101253642
13895,subtilisin-like protease-like,LOC101253643
13896,glucomannan 4-beta-mannosyltransferase 9-like,LOC101253644
13897,NAC domain-containing protein 7-like,LOC101253645
13898,cysteine-rich repeat secretory protein 60-like,LOC101253646
13899,"isocitrate dehydrogenase [NAD] regulatory subunit 1, mitochondrial-like",LOC101253647
13900,peroxidase 42-like,LOC101253648
13901,adoMet-dependent rRNA methyltransferase spb1-like,LOC101253649
13902,DIS3-like exonuclease 2-like,LOC101253650
13903,uncharacterized LOC101253652,LOC101253652
13904,uncharacterized LOC101253653,LOC101253653
13905,exocyst complex component 5-like,LOC101253655
13906,uncharacterized LOC101253656,LOC101253656
13907,U3 small nucleolar ribonucleoprotein protein IMP4-like,LOC101253657
13908,uncharacterized LOC101253658,LOC101253658
13909,"adenylate isopentenyltransferase 5, chloroplastic-like",LOC101253660
13910,"chaperone protein dnaJ 11, chloroplastic-like",LOC101253661
13911,probable protein phosphatase 2C 75-like,LOC101253664
13912,putative late blight resistance protein homolog R1A-10-like,LOC101253665
13913,diacylglycerol kinase iota-like,LOC101253668
13914,probable calcium-binding protein CML41-like,LOC101253669
13915,uncharacterized LOC101253670,LOC101253670
13916,uncharacterized LOC101253671,LOC101253671
13917,BRCA1-associated protein-like,LOC101253672
13918,tubby-like protein 8-like,LOC101253673
13919,uncharacterized LOC101253674,LOC101253674
13920,actin-1-like,LOC101253675
13921,ZF-HD homeobox protein At4g24660-like,LOC101253676
13922,protein CER1-like 1-like,LOC101253677
13923,uncharacterized LOC101253678,LOC101253678
13924,periodic tryptophan protein 1 homolog,LOC101253680
13925,gibberellin 2-beta-dioxygenase 8-like,LOC101253681
13926,uncharacterized LOC101253682,LOC101253682
13927,auxin-induced protein 6B-like,LOC101253683
13928,peroxidase 12-like,LOC101253684
13929,glutamate receptor 3.3-like,LOC101253685
13930,cysteine-rich receptor-like protein kinase 42-like,LOC101253686
13931,serine/arginine-rich splicing factor RS2Z32-like,LOC101253688
13932,uncharacterized LOC101253690,LOC101253690
13933,uncharacterized LOC101253691,LOC101253691
13934,putative phagocytic receptor 1b-like,LOC101253692
13935,probable carbohydrate esterase At4g34215-like,LOC101253693
13936,uncharacterized LOC101253695,LOC101253695
13937,TMV resistance protein N-like,LOC101253696
13938,serine/threonine-protein kinase MHK-like,LOC101253697
13939,metallocarboxypeptidase inhibitor-like,LOC101253698
13940,mitochondrial import receptor subunit TOM7-1-like,LOC101253699
13941,GEM-like protein 1-like,LOC101253700
13942,premnaspirodiene oxygenase-like,LOC101253701
13943,uncharacterized LOC101253702,LOC101253702
13944,ATP-dependent helicase rhp16-like,LOC101253703
13945,probable protein phosphatase 2C 55-like,LOC101253704
13946,expansin-A12-like,LOC101253705
13947,ABC transporter C family member 2-like,LOC101253706
13948,acetyltransferase At1g77540-like,LOC101253708
13949,uncharacterized LOC101253709,LOC101253709
13950,probable inactive receptor kinase At1g48480-like,LOC101253710
13951,laccase-17-like,LOC101253711
13952,calcium-dependent protein kinase 17-like,LOC101253712
13953,uncharacterized LOC101253713,LOC101253713
13954,uncharacterized LOC101253714,LOC101253714
13955,uncharacterized LOC101253715,LOC101253715
13956,auxin-induced protein 5NG4-like,LOC101253717
13957,uncharacterized LOC101253719,LOC101253719
13958,potassium transporter 5-like,LOC101253720
13959,flotillin-like protein 1-like,LOC101253721
13960,uncharacterized LOC101253723,LOC101253723
13961,uncharacterized LOC101253724,LOC101253724
13962,cytochrome P450 83B1-like,LOC101253725
13963,importin subunit alpha-1-like,LOC101253727
13964,apoptosis inhibitor 5-like,LOC101253728
13965,germin-like protein subfamily 1 member 14-like,LOC101253729
13966,uncharacterized LOC101253731,LOC101253731
13967,lysM domain-containing GPI-anchored protein 2-like,LOC101253732
13968,21 kDa protein-like,LOC101253733
13969,uncharacterized LOC101253734,LOC101253734
13970,serine/threonine-protein kinase TOR-like,LOC101253735
13971,uncharacterized LOC101253736,LOC101253736
13972,uncharacterized LOC101253737,LOC101253737
13973,zeatin O-glucosyltransferase-like,LOC101253738
13974,uncharacterized LOC101253739,LOC101253739
13975,uncharacterized LOC101253740,LOC101253740
13976,thaumatin-like protein-like,LOC101253741
13977,telomerase Cajal body protein 1-like,LOC101253742
13978,4-coumarate--CoA ligase-like 5-like,LOC101253743
13979,transcription factor GTE10-like,LOC101253744
13980,ER lumen protein retaining receptor-like,LOC101253745
13981,uncharacterized LOC101253746,LOC101253746
13982,uncharacterized LOC101253747,LOC101253747
13983,probable aquaporin NIP-type-like,LOC101253749
13984,NEP1-interacting protein 1-like,LOC101253750
13985,lisH domain and HEAT repeat-containing protein KIAA1468 homolog,LOC101253751
13986,zinc finger protein JACKDAW-like,LOC101253752
13987,ZF-HD homeobox protein At4g24660-like,LOC101253753
13988,GDSL esterase/lipase At1g28590-like,LOC101253754
13989,uncharacterized LOC101253755,LOC101253755
13990,putative phospholipid-transporting ATPase 4-like,LOC101253757
13991,probable serine/threonine-protein kinase At1g18390-like,LOC101253758
13992,MLO-like protein 2-like,LOC101253759
13993,uncharacterized LOC101253760,LOC101253760
13994,methylesterase 17-like,LOC101253761
13995,"15-cis-zeta-carotene isomerase, chloroplastic-like",LOC101253762
13996,uncharacterized LOC101253763,LOC101253763
13997,uncharacterized LOC101253765,LOC101253765
13998,aldose 1-epimerase-like,LOC101253766
13999,uncharacterized LOC101253767,LOC101253767
14000,calcineurin B-like protein 7-like,LOC101253768
14001,serine/threonine-protein kinase HT1-like,LOC101253769
14002,6-phosphofructokinase 2-like,LOC101253771
14003,putative zinc finger protein At1g68190-like,LOC101253772
14004,"pentatricopeptide repeat-containing protein At4g31850, chloroplastic-like",LOC101253773
14005,gypsy retrotransposon integrase-like protein 1-like,LOC101253774
14006,probable carbohydrate esterase At4g34215-like,LOC101253776
14007,U-box domain-containing protein 30-like,LOC101253777
14008,cyclin-D5-3-like,LOC101253778
14009,uncharacterized LOC101253779,LOC101253779
14010,chaperone protein DnaJ 1-like,LOC101253780
14011,zinc finger protein CONSTANS-LIKE 16-like,LOC101253781
14012,TMV resistance protein N-like,LOC101253784
14013,uncharacterized LOC101253785,LOC101253785
14014,E3 ubiquitin-protein ligase RGLG2-like,LOC101253786
14015,acidic endochitinase-like,LOC101253788
14016,ribonuclease 3-like protein 3-like,LOC101253789
14017,uncharacterized LOC101253791,LOC101253791
14018,probable histone H2B.1-like,LOC101253792
14019,uncharacterized LOC101253793,LOC101253793
14020,"protein EXECUTER 1, chloroplastic-like",LOC101253794
14021,"probable adenylate kinase 2, chloroplastic-like",LOC101253795
14022,reticulon-like protein B22-like,LOC101253796
14023,tryptophan aminotransferase-related protein 2-like,LOC101253797
14024,uncharacterized LOC101253798,LOC101253798
14025,ataxin-7-like protein 3-like,LOC101253799
14026,macrophage migration inhibitory factor homolog,LOC101253800
14027,MATE efflux family protein 6-like,LOC101253801
14028,uncharacterized LOC101253802,LOC101253802
14029,OTU domain-containing protein DDB_G0284757-like,LOC101253803
14030,G-type lectin S-receptor-like serine/threonine-protein kinase SD2-5-like,LOC101253804
14031,"phosphoglycerate kinase, chloroplastic-like",LOC101253805
14032,uncharacterized LOC101253807,LOC101253807
14033,mediator of RNA polymerase II transcription subunit 28-like,LOC101253808
14034,rRNA-processing protein UTP23 homolog,LOC101253809
